,ranker,player,nationality,position,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches
423,408,"<a href=""/en/players/19f4d211/Jaden-Philogene-Bidace""Jaden Philogene Bidace","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",FW,"<a href=""/en/squads/8602292d/Aston-Villa-Stats""Aston Villa",22-023,2002,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/19f4d211/matchlogs/2023-2024/summary/Jaden-Philogene-Bidace-Match-Logs""Matches"
424,409,"<a href=""/en/players/4806ec67/Jordan-Pickford""Jordan Pickford","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",GK,"<a href=""/en/squads/d3fd31cc/Everton-Stats""Everton",29-361,1994,26,26,"2,340",26.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,1,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/4806ec67/matchlogs/2023-2024/summary/Jordan-Pickford-Match-Logs""Matches"
425,410,"<a href=""/en/players/e541326e/Ethan-Pinnock""Ethan Pinnock","<a href=""/en/country/JAM/Jamaica-Football""<span style=""white-space: nowrap""<span class=""f-i f-jm"" style=""""jm",DF,"<a href=""/en/squads/cd051869/Brentford-Stats""Brentford",30-278,1993,23,23,"2,070",23.0,1,0,1,1,0,0,0,0,1.7,1.7,1.0,2.7,10,54,15,0.04,0.00,0.04,0.04,0.04,0.07,0.04,0.12,0.07,0.12,"<a href=""/en/players/e541326e/matchlogs/2023-2024/summary/Ethan-Pinnock-Match-Logs""Matches"
426,411,"<a href=""/en/players/4b40d9ca/Nick-Pope""Nick Pope","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",GK,"<a href=""/en/squads/b2b47a98/Newcastle-United-Stats""Newcastle Utd",31-318,1992,14,14,"1,255",13.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/4b40d9ca/matchlogs/2023-2024/summary/Nick-Pope-Match-Logs""Matches"
427,412,"<a href=""/en/players/27d0a506/Pedro-Porro""Pedro Porro","<a href=""/en/country/ESP/Spain-Football""<span style=""white-space: nowrap""<span class=""f-i f-es"" style=""""es",DF,"<a href=""/en/squads/361ca564/Tottenham-Hotspur-Stats""Tottenham",24-171,1999,23,23,"2,066",23.0,0,7,7,0,0,0,3,0,2.2,2.2,6.0,8.1,35,118,103,0.00,0.30,0.30,0.00,0.30,0.09,0.26,0.35,0.09,0.35,"<a href=""/en/players/27d0a506/matchlogs/2023-2024/summary/Pedro-Porro-Match-Logs""Matches"
428,413,"<a href=""/en/players/4125cb98/Jarell-Quansah""Jarell Quansah","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",DF,"<a href=""/en/squads/822bd0ba/Liverpool-Stats""Liverpool",21-033,2003,8,5,443,4.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,17,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,"<a href=""/en/players/4125cb98/matchlogs/2023-2024/summary/Jarell-Quansah-Match-Logs""Matches"
429,414,"<a href=""/en/players/67f649be/Ionut-Radu""Ionuț Radu","<a href=""/en/country/ROU/Romania-Football""<span style=""white-space: nowrap""<span class=""f-i f-ro"" style=""""ro",GK,"<a href=""/en/squads/4ba7cbea/Bournemouth-Stats""Bournemouth",26-279,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/67f649be/matchlogs/2023-2024/summary/Ionut-Radu-Match-Logs""Matches"
430,415,"<a href=""/en/players/45685411/Jesuran-Rak-Sakyi""Jesuran Rak Sakyi","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng","MF,FW","<a href=""/en/squads/47c64c55/Crystal-Palace-Stats""Crystal Palace",21-149,2002,6,0,136,1.5,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,7,2,18,0.00,0.00,0.00,0.00,0.00,0.28,0.10,0.38,0.28,0.38,"<a href=""/en/players/45685411/matchlogs/2023-2024/summary/Jesuran-Rak-Sakyi-Match-Logs""Matches"
431,416,"<a href=""/en/players/466fb2c5/Aaron-Ramsdale""Aaron Ramsdale","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",GK,"<a href=""/en/squads/18bb7c10/Arsenal-Stats""Arsenal",25-293,1998,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/466fb2c5/matchlogs/2023-2024/summary/Aaron-Ramsdale-Match-Logs""Matches"
432,417,"<a href=""/en/players/e1618c22/Aaron-Ramsey""Aaron Ramsey","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng","MF,FW","<a href=""/en/squads/943e8050/Burnley-Stats""Burnley",21-041,2003,14,5,527,5.9,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,8,8,17,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.13,0.06,0.13,"<a href=""/en/players/e1618c22/matchlogs/2023-2024/summary/Aaron-Ramsey-Match-Logs""Matches"
433,418,"<a href=""/en/players/1544f145/Jacob-Ramsey""Jacob Ramsey","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng","MF,FW","<a href=""/en/squads/8602292d/Aston-Villa-Stats""Aston Villa",22-279,2001,15,7,825,9.2,1,1,2,1,0,0,2,0,1.4,1.4,1.0,2.5,32,27,68,0.11,0.11,0.22,0.11,0.22,0.16,0.11,0.27,0.16,0.27,"<a href=""/en/players/1544f145/matchlogs/2023-2024/summary/Jacob-Ramsey-Match-Logs""Matches"
434,419,"<a href=""/en/players/a1d5bd30/Marcus-Rashford""Marcus Rashford","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",FW,"<a href=""/en/squads/19538871/Manchester-United-Stats""Manchester Utd",26-123,1997,25,21,"1,824",20.3,5,2,7,4,1,1,2,0,6.0,5.2,2.2,7.4,82,55,151,0.25,0.10,0.35,0.20,0.30,0.29,0.11,0.40,0.26,0.37,"<a href=""/en/players/a1d5bd30/matchlogs/2023-2024/summary/Marcus-Rashford-Match-Logs""Matches"
435,420,"<a href=""/en/players/98ea5115/David-Raya""David Raya","<a href=""/en/country/ESP/Spain-Football""<span style=""white-space: nowrap""<span class=""f-i f-es"" style=""""es",GK,"<a href=""/en/squads/18bb7c10/Arsenal-Stats""Arsenal",28-169,1995,21,21,"1,890",21.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/98ea5115/matchlogs/2023-2024/summary/David-Raya-Match-Logs""Matches"
436,421,"<a href=""/en/players/28b40c9c/Tim-Ream""Tim Ream","<a href=""/en/country/USA/United-States-Football""<span style=""white-space: nowrap""<span class=""f-i f-us"" style=""""us",DF,"<a href=""/en/squads/fd962109/Fulham-Stats""Fulham",36-149,1987,17,16,"1,413",15.7,1,0,1,1,0,0,4,1,1.0,1.0,0.0,1.0,11,65,3,0.06,0.00,0.06,0.06,0.06,0.06,0.00,0.06,0.06,0.06,"<a href=""/en/players/28b40c9c/matchlogs/2023-2024/summary/Tim-Ream-Match-Logs""Matches"
437,422,"<a href=""/en/players/ab651565/Nathan-Redmond""Nathan Redmond","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng","FW,MF","<a href=""/en/squads/943e8050/Burnley-Stats""Burnley",29-362,1994,12,0,142,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,7,8,22,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.00,0.19,"<a href=""/en/players/ab651565/matchlogs/2023-2024/summary/Nathan-Redmond-Match-Logs""Matches"
438,423,"<a href=""/en/players/803ae100/Harrison-Reed""Harrison Reed","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",MF,"<a href=""/en/squads/fd962109/Fulham-Stats""Fulham",29-035,1995,20,11,987,11.0,0,1,1,0,0,0,3,0,0.1,0.1,0.7,0.8,6,39,32,0.00,0.09,0.09,0.00,0.09,0.01,0.06,0.08,0.01,0.08,"<a href=""/en/players/803ae100/matchlogs/2023-2024/summary/Harrison-Reed-Match-Logs""Matches"
439,424,"<a href=""/en/players/3353737a/Sergio-Reguilon""Sergio Reguilón","<a href=""/en/country/ESP/Spain-Football""<span style=""white-space: nowrap""<span class=""f-i f-es"" style=""""es",DF,"<a href=""/en/squads/19538871/Manchester-United-Stats""Manchester Utd",27-077,1996,9,4,412,4.6,0,0,0,0,0,0,3,0,0.2,0.2,0.7,0.9,11,27,38,0.00,0.00,0.00,0.00,0.00,0.04,0.16,0.20,0.04,0.20,"<a href=""/en/players/3353737a/matchlogs/2023-2024/summary/Sergio-Reguilon-Match-Logs""Matches"
440,425,"<a href=""/en/players/3353737a/Sergio-Reguilon""Sergio Reguilón","<a href=""/en/country/ESP/Spain-Football""<span style=""white-space: nowrap""<span class=""f-i f-es"" style=""""es",DF,"<a href=""/en/squads/cd051869/Brentford-Stats""Brentford",27-077,1996,6,5,418,4.6,0,1,1,0,0,0,2,0,0.3,0.3,1.0,1.3,9,6,15,0.00,0.22,0.22,0.00,0.22,0.06,0.21,0.27,0.06,0.27,"<a href=""/en/players/3353737a/matchlogs/2023-2024/summary/Sergio-Reguilon-Match-Logs""Matches"
441,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
442,426,"<a href=""/en/players/0f7533cd/Bobby-Reid""Bobby Reid","<a href=""/en/country/JAM/Jamaica-Football""<span style=""white-space: nowrap""<span class=""f-i f-jm"" style=""""jm",FW,"<a href=""/en/squads/fd962109/Fulham-Stats""Fulham",31-029,1993,23,14,"1,158",12.9,5,1,6,5,0,0,2,0,3.6,3.6,1.2,4.9,29,37,77,0.39,0.08,0.47,0.39,0.47,0.28,0.09,0.37,0.28,0.37,"<a href=""/en/players/0f7533cd/matchlogs/2023-2024/summary/Bobby-Reid-Match-Logs""Matches"
443,427,"<a href=""/en/players/7fa4e703/Gio-Reyna""Gio Reyna","<a href=""/en/country/USA/United-States-Football""<span style=""white-space: nowrap""<span class=""f-i f-us"" style=""""us","MF,FW","<a href=""/en/squads/e4a775cb/Nottingham-Forest-Stats""Nott'ham Forest",21-110,2002,3,0,41,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,1,5,0.00,0.00,0.00,0.00,0.00,0.14,0.19,0.33,0.14,0.33,"<a href=""/en/players/7fa4e703/matchlogs/2023-2024/summary/Gio-Reyna-Match-Logs""Matches"
444,428,"<a href=""/en/players/484a3eae/Rodrigo-Ribeiro""Rodrigo Ribeiro","<a href=""/en/country/POR/Portugal-Football""<span style=""white-space: nowrap""<span class=""f-i f-pt"" style=""""pt",FW,"<a href=""/en/squads/e4a775cb/Nottingham-Forest-Stats""Nott'ham Forest",18-309,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/484a3eae/matchlogs/2023-2024/summary/Rodrigo-Ribeiro-Match-Logs""Matches"
445,429,"<a href=""/en/players/1c7012b8/Declan-Rice""Declan Rice","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",MF,"<a href=""/en/squads/18bb7c10/Arsenal-Stats""Arsenal",25-048,1999,26,26,"2,228",24.8,4,5,9,4,0,0,3,0,1.7,1.7,3.5,5.3,50,218,30,0.16,0.20,0.36,0.16,0.36,0.07,0.14,0.21,0.07,0.21,"<a href=""/en/players/1c7012b8/matchlogs/2023-2024/summary/Declan-Rice-Match-Logs""Matches"
446,430,"<a href=""/en/players/0a3d6d2b/Chris-Richards""Chris Richards","<a href=""/en/country/USA/United-States-Football""<span style=""white-space: nowrap""<span class=""f-i f-us"" style=""""us","DF,MF","<a href=""/en/squads/47c64c55/Crystal-Palace-Stats""Crystal Palace",23-340,2000,17,14,"1,284",14.3,1,0,1,1,0,0,2,0,0.3,0.3,0.2,0.5,0,23,1,0.07,0.00,0.07,0.07,0.07,0.02,0.01,0.03,0.02,0.03,"<a href=""/en/players/0a3d6d2b/matchlogs/2023-2024/summary/Chris-Richards-Match-Logs""Matches"
447,431,"<a href=""/en/players/fa031b34/Richarlison""Richarlison","<a href=""/en/country/BRA/Brazil-Football""<span style=""white-space: nowrap""<span class=""f-i f-br"" style=""""br",FW,"<a href=""/en/squads/361ca564/Tottenham-Hotspur-Stats""Tottenham",26-297,1997,22,17,"1,346",15.0,10,3,13,10,0,0,3,0,8.6,8.6,1.8,10.3,23,33,99,0.67,0.20,0.87,0.67,0.87,0.57,0.12,0.69,0.57,0.69,"<a href=""/en/players/fa031b34/matchlogs/2023-2024/summary/Richarlison-Match-Logs""Matches"
448,432,"<a href=""/en/players/7a1f2c08/Jairo-Riedewald""Jaïro Riedewald","<a href=""/en/country/NED/Netherlands-Football""<span style=""white-space: nowrap""<span class=""f-i f-nl"" style=""""nl","MF,FW","<a href=""/en/squads/47c64c55/Crystal-Palace-Stats""Crystal Palace",27-175,1996,4,2,176,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/7a1f2c08/matchlogs/2023-2024/summary/Jairo-Riedewald-Match-Logs""Matches"
449,433,"<a href=""/en/players/71ef519e/Matt-Ritchie""Matt Ritchie","<a href=""/en/country/SCO/Scotland-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-sct"" style=""""sct",FW,"<a href=""/en/squads/b2b47a98/Newcastle-United-Stats""Newcastle Utd",34-174,1989,8,0,109,1.2,1,0,1,1,0,0,1,0,0.8,0.8,0.0,0.8,2,7,9,0.83,0.00,0.83,0.83,0.83,0.67,0.00,0.67,0.67,0.67,"<a href=""/en/players/71ef519e/matchlogs/2023-2024/summary/Matt-Ritchie-Match-Logs""Matches"
450,434,"<a href=""/en/players/24fae784/Connor-Roberts""Connor Roberts","<a href=""/en/country/WAL/Wales-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-wls"" style=""""wls",DF,"<a href=""/en/squads/943e8050/Burnley-Stats""Burnley",28-161,1995,14,8,823,9.1,0,1,1,0,0,0,5,1,0.0,0.0,0.2,0.2,6,38,13,0.00,0.11,0.11,0.00,0.11,0.00,0.02,0.02,0.00,0.02,"<a href=""/en/players/24fae784/matchlogs/2023-2024/summary/Connor-Roberts-Match-Logs""Matches"
451,435,"<a href=""/en/players/2e4f5f03/Andrew-Robertson""Andrew Robertson","<a href=""/en/country/SCO/Scotland-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-sct"" style=""""sct",DF,"<a href=""/en/squads/822bd0ba/Liverpool-Stats""Liverpool",29-357,1994,13,10,977,10.9,1,1,2,1,0,0,1,0,0.6,0.6,2.2,2.8,29,62,48,0.09,0.09,0.18,0.09,0.18,0.05,0.20,0.25,0.05,0.25,"<a href=""/en/players/2e4f5f03/matchlogs/2023-2024/summary/Andrew-Robertson-Match-Logs""Matches"
452,436,"<a href=""/en/players/289601e6/Antonee-Robinson""Antonee Robinson","<a href=""/en/country/USA/United-States-Football""<span style=""white-space: nowrap""<span class=""f-i f-us"" style=""""us",DF,"<a href=""/en/squads/fd962109/Fulham-Stats""Fulham",26-207,1997,25,25,"2,198",24.4,0,5,5,0,0,0,4,0,0.5,0.5,3.2,3.7,66,85,126,0.00,0.20,0.20,0.00,0.20,0.02,0.13,0.15,0.02,0.15,"<a href=""/en/players/289601e6/matchlogs/2023-2024/summary/Antonee-Robinson-Match-Logs""Matches"
453,437,"<a href=""/en/players/7399c7a8/Jack-Robinson""Jack Robinson","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",DF,"<a href=""/en/squads/1df6b87e/Sheffield-United-Stats""Sheffield Utd",30-183,1993,25,23,"2,142",23.8,0,1,1,0,0,0,7,0,0.8,0.8,0.8,1.6,4,39,8,0.00,0.04,0.04,0.00,0.04,0.03,0.03,0.07,0.03,0.07,"<a href=""/en/players/7399c7a8/matchlogs/2023-2024/summary/Jack-Robinson-Match-Logs""Matches"
454,438,"<a href=""/en/players/6434f10d/Rodri""Rodri","<a href=""/en/country/ESP/Spain-Football""<span style=""white-space: nowrap""<span class=""f-i f-es"" style=""""es",MF,"<a href=""/en/squads/b8fd03ef/Manchester-City-Stats""Manchester City",27-254,1996,23,23,"1,986",22.1,6,3,9,6,0,0,7,1,3.1,3.1,2.3,5.5,60,238,41,0.27,0.14,0.41,0.27,0.41,0.14,0.11,0.25,0.14,0.25,"<a href=""/en/players/6434f10d/matchlogs/2023-2024/summary/Rodri-Match-Logs""Matches"
455,439,"<a href=""/en/players/4ab53cdb/Jay-Rodriguez""Jay Rodriguez","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",FW,"<a href=""/en/squads/943e8050/Burnley-Stats""Burnley",34-217,1989,15,7,730,8.1,2,1,3,1,1,1,0,0,3.0,2.2,0.2,2.4,1,14,23,0.25,0.12,0.37,0.12,0.25,0.37,0.02,0.39,0.27,0.30,"<a href=""/en/players/4ab53cdb/matchlogs/2023-2024/summary/Jay-Rodriguez-Match-Logs""Matches"
456,440,"<a href=""/en/players/57c94db2/Mads-Roerslev""Mads Roerslev","<a href=""/en/country/DEN/Denmark-Football""<span style=""white-space: nowrap""<span class=""f-i f-dk"" style=""""dk",DF,"<a href=""/en/squads/cd051869/Brentford-Stats""Brentford",24-252,1999,22,14,"1,233",13.7,0,2,2,0,0,0,0,0,0.3,0.3,0.9,1.3,14,26,61,0.00,0.15,0.15,0.00,0.15,0.02,0.07,0.09,0.02,0.09,"<a href=""/en/players/57c94db2/matchlogs/2023-2024/summary/Mads-Roerslev-Match-Logs""Matches"
457,441,"<a href=""/en/players/2e5915f1/Morgan-Rogers""Morgan Rogers","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng","MF,FW","<a href=""/en/squads/8602292d/Aston-Villa-Stats""Aston Villa",21-220,2002,2,0,11,0.1,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,2.46,0.00,2.46,2.46,2.46,"<a href=""/en/players/2e5915f1/matchlogs/2023-2024/summary/Morgan-Rogers-Match-Logs""Matches"
458,442,"<a href=""/en/players/a3d94a58/Cristian-Romero""Cristian Romero","<a href=""/en/country/ARG/Argentina-Football""<span style=""white-space: nowrap""<span class=""f-i f-ar"" style=""""ar",DF,"<a href=""/en/squads/361ca564/Tottenham-Hotspur-Stats""Tottenham",25-310,1998,20,20,"1,620",18.0,3,0,3,3,0,0,4,1,1.4,1.4,0.2,1.7,22,109,4,0.17,0.00,0.17,0.17,0.17,0.08,0.01,0.09,0.08,0.09,"<a href=""/en/players/a3d94a58/matchlogs/2023-2024/summary/Cristian-Romero-Match-Logs""Matches"
459,443,"<a href=""/en/players/10a10454/Joe-Rothwell""Joe Rothwell","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",MF,"<a href=""/en/squads/4ba7cbea/Bournemouth-Stats""Bournemouth",29-051,1995,11,3,386,4.3,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,6,20,3,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08,"<a href=""/en/players/10a10454/matchlogs/2023-2024/summary/Joe-Rothwell-Match-Logs""Matches"
460,444,"<a href=""/en/players/a9b1c319/Pelly-Ruddock-Mpanzu""Pelly Ruddock Mpanzu","<a href=""/en/country/COD/Congo-DR-Football""<span style=""white-space: nowrap""<span class=""f-i f-cd"" style=""""cd",MF,"<a href=""/en/squads/e297cd13/Luton-Town-Stats""Luton Town",30-229,1993,19,8,825,9.2,0,0,0,0,0,0,0,0,0.6,0.6,0.4,1.0,7,28,12,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.11,0.06,0.11,"<a href=""/en/players/a9b1c319/matchlogs/2023-2024/summary/Pelly-Ruddock-Mpanzu-Match-Logs""Matches"
461,445,"<a href=""/en/players/903b6e8b/Jose-Sa""José Sá","<a href=""/en/country/POR/Portugal-Football""<span style=""white-space: nowrap""<span class=""f-i f-pt"" style=""""pt",GK,"<a href=""/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats""Wolves",31-045,1993,24,24,"2,092",23.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/903b6e8b/matchlogs/2023-2024/summary/Jose-Sa-Match-Logs""Matches"
462,446,"<a href=""/en/players/bc7dc64d/Bukayo-Saka""Bukayo Saka","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",FW,"<a href=""/en/squads/18bb7c10/Arsenal-Stats""Arsenal",22-179,2001,25,25,"2,127",23.6,13,7,20,9,4,4,3,0,11.2,8.1,7.7,15.8,111,92,391,0.55,0.30,0.85,0.38,0.68,0.48,0.33,0.80,0.34,0.67,"<a href=""/en/players/bc7dc64d/matchlogs/2023-2024/summary/Bukayo-Saka-Match-Logs""Matches"
463,447,"<a href=""/en/players/e342ad68/Mohamed-Salah""Mohamed Salah","<a href=""/en/country/EGY/Egypt-Football""<span style=""white-space: nowrap""<span class=""f-i f-eg"" style=""""eg",FW,"<a href=""/en/squads/822bd0ba/Liverpool-Stats""Liverpool",31-261,1992,21,20,"1,786",19.8,15,9,24,11,4,6,2,0,14.8,9.9,8.9,18.8,74,101,228,0.76,0.45,1.21,0.55,1.01,0.74,0.45,1.19,0.50,0.95,"<a href=""/en/players/e342ad68/matchlogs/2023-2024/summary/Mohamed-Salah-Match-Logs""Matches"
464,448,"<a href=""/en/players/972aeb2a/William-Saliba""William Saliba","<a href=""/en/country/FRA/France-Football""<span style=""white-space: nowrap""<span class=""f-i f-fr"" style=""""fr",DF,"<a href=""/en/squads/18bb7c10/Arsenal-Stats""Arsenal",22-344,2001,26,26,"2,340",26.0,2,1,3,2,0,0,3,0,1.5,1.5,0.2,1.7,11,101,4,0.08,0.04,0.12,0.08,0.12,0.06,0.01,0.07,0.06,0.07,"<a href=""/en/players/972aeb2a/matchlogs/2023-2024/summary/William-Saliba-Match-Logs""Matches"
465,449,"<a href=""/en/players/1b4f1169/Albert-Sambi-Lokonga""Albert Sambi Lokonga","<a href=""/en/country/BEL/Belgium-Football""<span style=""white-space: nowrap""<span class=""f-i f-be"" style=""""be",MF,"<a href=""/en/squads/e297cd13/Luton-Town-Stats""Luton Town",24-132,1999,12,11,873,9.7,0,2,2,0,0,0,2,0,0.4,0.4,1.3,1.7,18,47,8,0.00,0.21,0.21,0.00,0.21,0.04,0.13,0.17,0.04,0.17,"<a href=""/en/players/1b4f1169/matchlogs/2023-2024/summary/Albert-Sambi-Lokonga-Match-Logs""Matches"
466,450,"<a href=""/en/players/da7b447d/Davinson-Sanchez""Davinson Sánchez","<a href=""/en/country/COL/Colombia-Football""<span style=""white-space: nowrap""<span class=""f-i f-co"" style=""""co",DF,"<a href=""/en/squads/361ca564/Tottenham-Hotspur-Stats""Tottenham",27-264,1996,1,0,77,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,"<a href=""/en/players/da7b447d/matchlogs/2023-2024/summary/Davinson-Sanchez-Match-Logs""Matches"
467,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
468,451,"<a href=""/en/players/6a713852/Robert-Sanchez""Robert Sánchez","<a href=""/en/country/ESP/Spain-Football""<span style=""white-space: nowrap""<span class=""f-i f-es"" style=""""es",GK,"<a href=""/en/squads/cff3d9bb/Chelsea-Stats""Chelsea",26-105,1997,16,16,"1,433",15.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/6a713852/matchlogs/2023-2024/summary/Robert-Sanchez-Match-Logs""Matches"
469,452,"<a href=""/en/players/dbf053da/Jadon-Sancho""Jadon Sancho","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng","FW,MF","<a href=""/en/squads/19538871/Manchester-United-Stats""Manchester Utd",23-343,2000,3,0,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,10,4,5,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,"<a href=""/en/players/dbf053da/matchlogs/2023-2024/summary/Jadon-Sancho-Match-Logs""Matches"
470,453,"<a href=""/en/players/bced0375/Ibrahim-Sangare""Ibrahim Sangaré","<a href=""/en/country/CIV/Cote-dIvoire-Football""<span style=""white-space: nowrap""<span class=""f-i f-ci"" style=""""ci",MF,"<a href=""/en/squads/e4a775cb/Nottingham-Forest-Stats""Nott'ham Forest",26-091,1997,11,11,820,9.1,0,0,0,0,0,0,5,0,0.6,0.6,0.3,0.9,5,35,7,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.10,0.07,0.10,"<a href=""/en/players/bced0375/matchlogs/2023-2024/summary/Ibrahim-Sangare-Match-Logs""Matches"
