,0
0.11,xg_assist_per90
0.23,xg_xg_assist_per90
0.12,npxg_per90
0.23,npxg_xg_assist_per90
"<a href=""/en/players/b28bbd58/matchlogs/2023-2024/summary/Andros-Townsend-Match-Logs""Matches",matches
498,ranker
"<a href=""/en/players/259fea27/James-Trafford""James Trafford",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
GK,position
"<a href=""/en/squads/943e8050/Burnley-Stats""Burnley",team
21-143,age
2002,birth_year
26,games
26,games_starts
"2,340",minutes
26.0,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
2,cards_yellow
0,cards_red
0.0,xg
0.0,npxg
0.0,xg_assist
0.0,npxg_xg_assist
0,progressive_carries
5,progressive_passes
0,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.00,xg_per90
0.00,xg_assist_per90
0.00,xg_xg_assist_per90
0.00,npxg_per90
0.00,npxg_xg_assist_per90
"<a href=""/en/players/259fea27/matchlogs/2023-2024/summary/James-Trafford-Match-Logs""Matches",matches
499,ranker
"<a href=""/en/players/9a28eba4/Adama-Traore""Adama Traoré",player
"<a href=""/en/country/ESP/Spain-Football""<span style=""white-space: nowrap""<span class=""f-i f-es"" style=""""es",nationality
"FW,MF",position
"<a href=""/en/squads/fd962109/Fulham-Stats""Fulham",team
28-036,age
1996,birth_year
7,games
0,games_starts
80,minutes
0.9,minutes_90s
0,goals
1,assists
1,goals_assists
0,goals_pens
0,pens_made
0,pens_att
1,cards_yellow
0,cards_red
0.7,xg
0.7,npxg
0.1,xg_assist
0.8,npxg_xg_assist
4,progressive_carries
5,progressive_passes
7,progressive_passes_received
0.00,goals_per90
1.13,assists_per90
1.13,goals_assists_per90
0.00,goals_pens_per90
1.13,goals_assists_pens_per90
0.77,xg_per90
0.17,xg_assist_per90
0.94,xg_xg_assist_per90
0.77,npxg_per90
0.94,npxg_xg_assist_per90
"<a href=""/en/players/9a28eba4/matchlogs/2023-2024/summary/Adama-Traore-Match-Logs""Matches",matches
500,ranker
"<a href=""/en/players/c47541e0/Bertrand-Traore""Bertrand Traoré",player
"<a href=""/en/country/BFA/Burkina-Faso-Football""<span style=""white-space: nowrap""<span class=""f-i f-bf"" style=""""bf",nationality
"DF,FW",position
"<a href=""/en/squads/8602292d/Aston-Villa-Stats""Aston Villa",team
28-177,age
1995,birth_year
2,games
0,games_starts
11,minutes
0.1,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
0.0,xg
0.0,npxg
0.0,xg_assist
0.0,npxg_xg_assist
0,progressive_carries
0,progressive_passes
0,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.00,xg_per90
0.00,xg_assist_per90
0.00,xg_xg_assist_per90
0.00,npxg_per90
0.00,npxg_xg_assist_per90
"<a href=""/en/players/c47541e0/matchlogs/2023-2024/summary/Bertrand-Traore-Match-Logs""Matches",matches
Rk,ranker
Player,player
Nation,nationality
Pos,position
Squad,team
Age,age
Born,birth_year
MP,games
Starts,games_starts
Min,minutes
90s,minutes_90s
Gls,goals
Ast,assists
G+A,goals_assists
G-PK,goals_pens
PK,pens_made
PKatt,pens_att
CrdY,cards_yellow
CrdR,cards_red
xG,xg
npxG,npxg
xAG,xg_assist
npxG+xAG,npxg_xg_assist
PrgC,progressive_carries
PrgP,progressive_passes
PrgR,progressive_passes_received
Gls,goals_per90
Ast,assists_per90
G+A,goals_assists_per90
G-PK,goals_pens_per90
G+A-PK,goals_assists_pens_per90
xG,xg_per90
xAG,xg_assist_per90
xG+xAG,xg_xg_assist_per90
npxG,npxg_per90
npxG+xAG,npxg_xg_assist_per90
Matches,matches
501,ranker
"<a href=""/en/players/999ceb5f/Boubacar-Traore""Boubacar Traoré",player
"<a href=""/en/country/MLI/Mali-Football""<span style=""white-space: nowrap""<span class=""f-i f-ml"" style=""""ml",nationality
"MF,FW",position
"<a href=""/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats""Wolves",team
22-194,age
2001,birth_year
13,games
3,games_starts
393,minutes
4.4,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
1,cards_yellow
0,cards_red
0.1,xg
0.1,npxg
0.2,xg_assist
0.2,npxg_xg_assist
4,progressive_carries
12,progressive_passes
9,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.02,xg_per90
0.04,xg_assist_per90
0.06,xg_xg_assist_per90
0.02,npxg_per90
0.06,npxg_xg_assist_per90
"<a href=""/en/players/999ceb5f/matchlogs/2023-2024/summary/Boubacar-Traore-Match-Logs""Matches",matches
502,ranker
"<a href=""/en/players/b2a81fc6/Mike-Tresor""Mike Trésor",player
"<a href=""/en/country/BEL/Belgium-Football""<span style=""white-space: nowrap""<span class=""f-i f-be"" style=""""be",nationality
"FW,MF",position
"<a href=""/en/squads/943e8050/Burnley-Stats""Burnley",team
24-278,age
1999,birth_year
14,games
3,games_starts
405,minutes
4.5,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
0.5,xg
0.5,npxg
0.4,xg_assist
0.9,npxg_xg_assist
14,progressive_carries
10,progressive_passes
29,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.10,xg_per90
0.09,xg_assist_per90
0.19,xg_xg_assist_per90
0.10,npxg_per90
0.19,npxg_xg_assist_per90
"<a href=""/en/players/b2a81fc6/matchlogs/2023-2024/summary/Mike-Tresor-Match-Logs""Matches",matches
503,ranker
"<a href=""/en/players/21512407/Kieran-Trippier""Kieran Trippier",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
DF,position
"<a href=""/en/squads/b2b47a98/Newcastle-United-Stats""Newcastle Utd",team
33-164,age
1990,birth_year
24,games
24,games_starts
"2,112",minutes
23.5,minutes_90s
1,goals
10,assists
11,goals_assists
1,goals_pens
0,pens_made
0,pens_att
5,cards_yellow
0,cards_red
0.6,xg
0.6,npxg
7.4,xg_assist
8.0,npxg_xg_assist
34,progressive_carries
150,progressive_passes
123,progressive_passes_received
0.04,goals_per90
0.43,assists_per90
0.47,goals_assists_per90
0.04,goals_pens_per90
0.47,goals_assists_pens_per90
0.03,xg_per90
0.32,xg_assist_per90
0.34,xg_xg_assist_per90
0.03,npxg_per90
0.34,npxg_xg_assist_per90
"<a href=""/en/players/21512407/matchlogs/2023-2024/summary/Kieran-Trippier-Match-Logs""Matches",matches
504,ranker
"<a href=""/en/players/38ceb24a/Leandro-Trossard""Leandro Trossard",player
"<a href=""/en/country/BEL/Belgium-Football""<span style=""white-space: nowrap""<span class=""f-i f-be"" style=""""be",nationality
"FW,MF",position
"<a href=""/en/squads/18bb7c10/Arsenal-Stats""Arsenal",team
29-088,age
1994,birth_year
22,games
9,games_starts
925,minutes
10.3,minutes_90s
7,goals
1,assists
8,goals_assists
7,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
5.1,xg
5.1,npxg
1.7,xg_assist
6.8,npxg_xg_assist
31,progressive_carries
51,progressive_passes
84,progressive_passes_received
0.68,goals_per90
0.10,assists_per90
0.78,goals_assists_per90
0.68,goals_pens_per90
0.78,goals_assists_pens_per90
0.49,xg_per90
0.16,xg_assist_per90
0.66,xg_xg_assist_per90
0.49,npxg_per90
0.66,npxg_xg_assist_per90
"<a href=""/en/players/38ceb24a/matchlogs/2023-2024/summary/Leandro-Trossard-Match-Logs""Matches",matches
505,ranker
"<a href=""/en/players/cddf767b/Auston-Trusty""Auston Trusty",player
"<a href=""/en/country/USA/United-States-Football""<span style=""white-space: nowrap""<span class=""f-i f-us"" style=""""us",nationality
DF,position
"<a href=""/en/squads/1df6b87e/Sheffield-United-Stats""Sheffield Utd",team
25-202,age
1998,birth_year
20,games
17,games_starts
"1,593",minutes
17.7,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
4,cards_yellow
0,cards_red
0.3,xg
0.3,npxg
0.5,xg_assist
0.8,npxg_xg_assist
8,progressive_carries
26,progressive_passes
8,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.02,xg_per90
0.03,xg_assist_per90
0.05,xg_xg_assist_per90
0.02,npxg_per90
0.05,npxg_xg_assist_per90
"<a href=""/en/players/cddf767b/matchlogs/2023-2024/summary/Auston-Trusty-Match-Logs""Matches",matches
506,ranker
"<a href=""/en/players/f315ca93/Kostas-Tsimikas""Kostas Tsimikas",player
"<a href=""/en/country/GRE/Greece-Football""<span style=""white-space: nowrap""<span class=""f-i f-gr"" style=""""gr",nationality
DF,position
"<a href=""/en/squads/822bd0ba/Liverpool-Stats""Liverpool",team
27-294,age
1996,birth_year
11,games
8,games_starts
665,minutes
7.4,minutes_90s
0,goals
3,assists
3,goals_assists
0,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
0.1,xg
0.1,npxg
0.9,xg_assist
1.0,npxg_xg_assist
22,progressive_carries
31,progressive_passes
65,progressive_passes_received
0.00,goals_per90
0.41,assists_per90
0.41,goals_assists_per90
0.00,goals_pens_per90
0.41,goals_assists_pens_per90
0.01,xg_per90
0.12,xg_assist_per90
0.13,xg_xg_assist_per90
0.01,npxg_per90
0.13,npxg_xg_assist_per90
"<a href=""/en/players/f315ca93/matchlogs/2023-2024/summary/Kostas-Tsimikas-Match-Logs""Matches",matches
507,ranker
"<a href=""/en/players/4a51ba65/Matt-Turner""Matt Turner",player
"<a href=""/en/country/USA/United-States-Football""<span style=""white-space: nowrap""<span class=""f-i f-us"" style=""""us",nationality
GK,position
"<a href=""/en/squads/e4a775cb/Nottingham-Forest-Stats""Nott'ham Forest",team
29-251,age
1994,birth_year
17,games
17,games_starts
"1,530",minutes
17.0,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
1,cards_yellow
0,cards_red
0.0,xg
0.0,npxg
0.0,xg_assist
0.0,npxg_xg_assist
0,progressive_carries
0,progressive_passes
0,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.00,xg_per90
0.00,xg_assist_per90
0.00,xg_xg_assist_per90
0.00,npxg_per90
0.00,npxg_xg_assist_per90
"<a href=""/en/players/4a51ba65/matchlogs/2023-2024/summary/Matt-Turner-Match-Logs""Matches",matches
508,ranker
"<a href=""/en/players/7cd520e8/Destiny-Udogie""Destiny Udogie",player
"<a href=""/en/country/ITA/Italy-Football""<span style=""white-space: nowrap""<span class=""f-i f-it"" style=""""it",nationality
DF,position
"<a href=""/en/squads/361ca564/Tottenham-Hotspur-Stats""Tottenham",team
21-094,age
2002,birth_year
21,games
21,games_starts
"1,761",minutes
19.6,minutes_90s
2,goals
3,assists
5,goals_assists
2,goals_pens
0,pens_made
0,pens_att
7,cards_yellow
1,cards_red
2.2,xg
2.2,npxg
1.9,xg_assist
4.2,npxg_xg_assist
57,progressive_carries
104,progressive_passes
107,progressive_passes_received
0.10,goals_per90
0.15,assists_per90
0.26,goals_assists_per90
0.10,goals_pens_per90
0.26,goals_assists_pens_per90
0.11,xg_per90
0.10,xg_assist_per90
0.21,xg_xg_assist_per90
0.11,npxg_per90
0.21,npxg_xg_assist_per90
"<a href=""/en/players/7cd520e8/matchlogs/2023-2024/summary/Destiny-Udogie-Match-Logs""Matches",matches
509,ranker
"<a href=""/en/players/1df4a109/Lesley-Ugochukwu""Lesley Ugochukwu",player
"<a href=""/en/country/FRA/France-Football""<span style=""white-space: nowrap""<span class=""f-i f-fr"" style=""""fr",nationality
MF,position
"<a href=""/en/squads/cff3d9bb/Chelsea-Stats""Chelsea",team
19-341,age
2004,birth_year
10,games
3,games_starts
273,minutes
3.0,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
2,cards_yellow
0,cards_red
0.0,xg
0.0,npxg
0.0,xg_assist
0.0,npxg_xg_assist
6,progressive_carries
15,progressive_passes
2,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.00,xg_per90
0.01,xg_assist_per90
0.01,xg_xg_assist_per90
0.00,npxg_per90
0.01,npxg_xg_assist_per90
"<a href=""/en/players/1df4a109/matchlogs/2023-2024/summary/Lesley-Ugochukwu-Match-Logs""Matches",matches
510,ranker
"<a href=""/en/players/f8eca1b6/Enes-Unal""Enes Ünal",player
"<a href=""/en/country/TUR/Turkey-Football""<span style=""white-space: nowrap""<span class=""f-i f-tr"" style=""""tr",nationality
"MF,FW",position
"<a href=""/en/squads/4ba7cbea/Bournemouth-Stats""Bournemouth",team
26-296,age
1997,birth_year
3,games
0,games_starts
26,minutes
0.3,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
0.3,xg
0.3,npxg
0.0,xg_assist
0.3,npxg_xg_assist
0,progressive_carries
2,progressive_passes
6,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
1.08,xg_per90
0.00,xg_assist_per90
1.08,xg_xg_assist_per90
1.08,npxg_per90
1.08,npxg_xg_assist_per90
"<a href=""/en/players/f8eca1b6/matchlogs/2023-2024/summary/Enes-Unal-Match-Logs""Matches",matches
511,ranker
"<a href=""/en/players/e06683ca/Virgil-van-Dijk""Virgil van Dijk",player
"<a href=""/en/country/NED/Netherlands-Football""<span style=""white-space: nowrap""<span class=""f-i f-nl"" style=""""nl",nationality
DF,position
"<a href=""/en/squads/822bd0ba/Liverpool-Stats""Liverpool",team
32-237,age
1991,birth_year
24,games
24,games_starts
"2,097",minutes
23.3,minutes_90s
2,goals
2,assists
4,goals_assists
2,goals_pens
0,pens_made
0,pens_att
1,cards_yellow
1,cards_red
2.1,xg
2.1,npxg
1.5,xg_assist
3.6,npxg_xg_assist
20,progressive_carries
117,progressive_passes
6,progressive_passes_received
0.09,goals_per90
0.09,assists_per90
0.17,goals_assists_per90
0.09,goals_pens_per90
0.17,goals_assists_pens_per90
0.09,xg_per90
0.07,xg_assist_per90
0.15,xg_xg_assist_per90
0.09,npxg_per90
0.15,npxg_xg_assist_per90
"<a href=""/en/players/e06683ca/matchlogs/2023-2024/summary/Virgil-van-Dijk-Match-Logs""Matches",matches
512,ranker
"<a href=""/en/players/9f8e9423/Raphael-Varane""Raphaël Varane",player
"<a href=""/en/country/FRA/France-Football""<span style=""white-space: nowrap""<span class=""f-i f-fr"" style=""""fr",nationality
DF,position
"<a href=""/en/squads/19538871/Manchester-United-Stats""Manchester Utd",team
30-311,age
1993,birth_year
17,games
12,games_starts
"1,083",minutes
12.0,minutes_90s
1,goals
0,assists
1,goals_assists
1,goals_pens
0,pens_made
0,pens_att
1,cards_yellow
0,cards_red
1.3,xg
1.3,npxg
0.1,xg_assist
1.3,npxg_xg_assist
15,progressive_carries
51,progressive_passes
1,progressive_passes_received
0.08,goals_per90
0.00,assists_per90
0.08,goals_assists_per90
0.08,goals_pens_per90
0.08,goals_assists_pens_per90
0.10,xg_per90
0.01,xg_assist_per90
0.11,xg_xg_assist_per90
0.10,npxg_per90
0.11,npxg_xg_assist_per90
"<a href=""/en/players/9f8e9423/matchlogs/2023-2024/summary/Raphael-Varane-Match-Logs""Matches",matches
513,ranker
"<a href=""/en/players/3f7bafbe/Alejo-Veliz""Alejo Véliz",player
"<a href=""/en/country/ARG/Argentina-Football""<span style=""white-space: nowrap""<span class=""f-i f-ar"" style=""""ar",nationality
FW,position
"<a href=""/en/squads/361ca564/Tottenham-Hotspur-Stats""Tottenham",team
20-164,age
2003,birth_year
8,games
0,games_starts
50,minutes
0.6,minutes_90s
1,goals
0,assists
1,goals_assists
1,goals_pens
0,pens_made
0,pens_att
1,cards_yellow
0,cards_red
0.2,xg
0.2,npxg
0.0,xg_assist
0.2,npxg_xg_assist
0,progressive_carries
1,progressive_passes
3,progressive_passes_received
1.80,goals_per90
0.00,assists_per90
1.80,goals_assists_per90
1.80,goals_pens_per90
1.80,goals_assists_pens_per90
0.45,xg_per90
0.00,xg_assist_per90
0.45,xg_xg_assist_per90
0.45,npxg_per90
0.45,npxg_xg_assist_per90
"<a href=""/en/players/3f7bafbe/matchlogs/2023-2024/summary/Alejo-Veliz-Match-Logs""Matches",matches
514,ranker
"<a href=""/en/players/dad4b285/Joel-Veltman""Joël Veltman",player
"<a href=""/en/country/NED/Netherlands-Football""<span style=""white-space: nowrap""<span class=""f-i f-nl"" style=""""nl",nationality
DF,position
"<a href=""/en/squads/d07537b9/Brighton-and-Hove-Albion-Stats""Brighton",team
32-046,age
1992,birth_year
18,games
9,games_starts
952,minutes
10.6,minutes_90s
0,goals
1,assists
1,goals_assists
0,goals_pens
0,pens_made
0,pens_att
1,cards_yellow
0,cards_red
0.1,xg
0.1,npxg
0.4,xg_assist
0.5,npxg_xg_assist
16,progressive_carries
48,progressive_passes
30,progressive_passes_received
0.00,goals_per90
0.09,assists_per90
0.09,goals_assists_per90
0.00,goals_pens_per90
0.09,goals_assists_pens_per90
0.01,xg_per90
0.03,xg_assist_per90
0.04,xg_xg_assist_per90
0.01,npxg_per90
0.04,npxg_xg_assist_per90
"<a href=""/en/players/dad4b285/matchlogs/2023-2024/summary/Joel-Veltman-Match-Logs""Matches",matches
515,ranker
"<a href=""/en/players/8fe2a392/Micky-van-de-Ven""Micky van de Ven",player
"<a href=""/en/country/NED/Netherlands-Football""<span style=""white-space: nowrap""<span class=""f-i f-nl"" style=""""nl",nationality
DF,position
"<a href=""/en/squads/361ca564/Tottenham-Hotspur-Stats""Tottenham",team
22-317,age
2001,birth_year
16,games
16,games_starts
"1,391",minutes
15.5,minutes_90s
1,goals
0,assists
1,goals_assists
1,goals_pens
0,pens_made
0,pens_att
1,cards_yellow
0,cards_red
0.3,xg
0.3,npxg
0.0,xg_assist
0.4,npxg_xg_assist
10,progressive_carries
57,progressive_passes
1,progressive_passes_received
0.06,goals_per90
0.00,assists_per90
0.06,goals_assists_per90
0.06,goals_pens_per90
0.06,goals_assists_pens_per90
0.02,xg_per90
0.00,xg_assist_per90
0.02,xg_xg_assist_per90
0.02,npxg_per90
0.02,npxg_xg_assist_per90
"<a href=""/en/players/8fe2a392/matchlogs/2023-2024/summary/Micky-van-de-Ven-Match-Logs""Matches",matches
516,ranker
"<a href=""/en/players/cf134113/Bart-Verbruggen""Bart Verbruggen",player
"<a href=""/en/country/NED/Netherlands-Football""<span style=""white-space: nowrap""<span class=""f-i f-nl"" style=""""nl",nationality
GK,position
"<a href=""/en/squads/d07537b9/Brighton-and-Hove-Albion-Stats""Brighton",team
21-196,age
2002,birth_year
12,games
12,games_starts
"1,080",minutes
12.0,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
2,cards_yellow
0,cards_red
0.0,xg
0.0,npxg
0.0,xg_assist
0.0,npxg_xg_assist
0,progressive_carries
2,progressive_passes
0,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.00,xg_per90
0.00,xg_assist_per90
0.00,xg_xg_assist_per90
0.00,npxg_per90
0.00,npxg_xg_assist_per90
"<a href=""/en/players/cf134113/matchlogs/2023-2024/summary/Bart-Verbruggen-Match-Logs""Matches",matches
517,ranker
"<a href=""/en/players/77d6fd4d/Guglielmo-Vicario""Guglielmo Vicario",player
"<a href=""/en/country/ITA/Italy-Football""<span style=""white-space: nowrap""<span class=""f-i f-it"" style=""""it",nationality
GK,position
"<a href=""/en/squads/361ca564/Tottenham-Hotspur-Stats""Tottenham",team
27-146,age
1996,birth_year
25,games
25,games_starts
"2,250",minutes
25.0,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
2,cards_yellow
0,cards_red
0.0,xg
0.0,npxg
0.0,xg_assist
0.0,npxg_xg_assist
0,progressive_carries
1,progressive_passes
0,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.00,xg_per90
0.00,xg_assist_per90
0.00,xg_xg_assist_per90
0.00,npxg_per90
0.00,npxg_xg_assist_per90
"<a href=""/en/players/77d6fd4d/matchlogs/2023-2024/summary/Guglielmo-Vicario-Match-Logs""Matches",matches
518,ranker
"<a href=""/en/players/6412cc03/Fabio-Vieira""Fabio Vieira",player
"<a href=""/en/country/POR/Portugal-Football""<span style=""white-space: nowrap""<span class=""f-i f-pt"" style=""""pt",nationality
MF,position
"<a href=""/en/squads/18bb7c10/Arsenal-Stats""Arsenal",team
23-276,age
2000,birth_year
8,games
2,games_starts
241,minutes
2.7,minutes_90s
1,goals
2,assists
3,goals_assists
0,goals_pens
1,pens_made
1,pens_att
0,cards_yellow
1,cards_red
1.2,xg
0.4,npxg
1.1,xg_assist
1.5,npxg_xg_assist
9,progressive_carries
12,progressive_passes
24,progressive_passes_received
0.37,goals_per90
0.75,assists_per90
1.12,goals_assists_per90
0.00,goals_pens_per90
0.75,goals_assists_pens_per90
0.45,xg_per90
0.40,xg_assist_per90
0.84,xg_xg_assist_per90
0.15,npxg_per90
0.55,npxg_xg_assist_per90
"<a href=""/en/players/6412cc03/matchlogs/2023-2024/summary/Fabio-Vieira-Match-Logs""Matches",matches
519,ranker
"<a href=""/en/players/8b529245/Carlos-Vinicius""Carlos Vinícius",player
"<a href=""/en/country/BRA/Brazil-Football""<span style=""white-space: nowrap""<span class=""f-i f-br"" style=""""br",nationality
FW,position
"<a href=""/en/squads/fd962109/Fulham-Stats""Fulham",team
28-342,age
1995,birth_year
13,games
2,games_starts
315,minutes
3.5,minutes_90s
2,goals
0,assists
2,goals_assists
2,goals_pens
0,pens_made
0,pens_att
2,cards_yellow
0,cards_red
1.6,xg
1.6,npxg
0.8,xg_assist
2.4,npxg_xg_assist
3,progressive_carries
3,progressive_passes
13,progressive_passes_received
0.57,goals_per90
0.00,assists_per90
0.57,goals_assists_per90
0.57,goals_pens_per90
0.57,goals_assists_pens_per90
0.46,xg_per90
0.23,xg_assist_per90
0.69,xg_xg_assist_per90
0.46,npxg_per90
0.69,npxg_xg_assist_per90
"<a href=""/en/players/8b529245/matchlogs/2023-2024/summary/Carlos-Vinicius-Match-Logs""Matches",matches
520,ranker
"<a href=""/en/players/9295dc1c/Vitinho""Vitinho",player
"<a href=""/en/country/BRA/Brazil-Football""<span style=""white-space: nowrap""<span class=""f-i f-br"" style=""""br",nationality
DF,position
"<a href=""/en/squads/943e8050/Burnley-Stats""Burnley",team
24-222,age
1999,birth_year
20,games
16,games_starts
"1,440",minutes
16.0,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
0.4,xg
0.4,npxg
0.2,xg_assist
0.7,npxg_xg_assist
38,progressive_carries
53,progressive_passes
60,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.03,xg_per90
0.02,xg_assist_per90
0.04,xg_xg_assist_per90
0.03,npxg_per90
0.04,npxg_xg_assist_per90
"<a href=""/en/players/9295dc1c/matchlogs/2023-2024/summary/Vitinho-Match-Logs""Matches",matches
521,ranker
"<a href=""/en/players/03df04ff/Odisseas-Vlachodimos""Odisseas Vlachodimos",player
"<a href=""/en/country/GRE/Greece-Football""<span style=""white-space: nowrap""<span class=""f-i f-gr"" style=""""gr",nationality
GK,position
"<a href=""/en/squads/e4a775cb/Nottingham-Forest-Stats""Nott'ham Forest",team
29-310,age
1994,birth_year
5,games
5,games_starts
450,minutes
5.0,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
0.0,xg
0.0,npxg
0.0,xg_assist
0.0,npxg_xg_assist
0,progressive_carries
1,progressive_passes
0,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.00,xg_per90
0.01,xg_assist_per90
0.01,xg_xg_assist_per90
0.00,npxg_per90
0.01,npxg_xg_assist_per90
"<a href=""/en/players/03df04ff/matchlogs/2023-2024/summary/Odisseas-Vlachodimos-Match-Logs""Matches",matches
522,ranker
"<a href=""/en/players/86dd77d1/Kyle-Walker""Kyle Walker",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
DF,position
"<a href=""/en/squads/b8fd03ef/Manchester-City-Stats""Manchester City",team
33-278,age
1990,birth_year
24,games
23,games_starts
"2,080",minutes
23.1,minutes_90s
0,goals
2,assists
2,goals_assists
0,goals_pens
0,pens_made
0,pens_att
2,cards_yellow
0,cards_red
0.3,xg
0.3,npxg
2.3,xg_assist
2.7,npxg_xg_assist
59,progressive_carries
120,progressive_passes
145,progressive_passes_received
0.00,goals_per90
0.09,assists_per90
0.09,goals_assists_per90
0.00,goals_pens_per90
0.09,goals_assists_pens_per90
0.01,xg_per90
0.10,xg_assist_per90
0.12,xg_xg_assist_per90
0.01,npxg_per90
0.12,npxg_xg_assist_per90
"<a href=""/en/players/86dd77d1/matchlogs/2023-2024/summary/Kyle-Walker-Match-Logs""Matches",matches
523,ranker
"<a href=""/en/players/9e525177/Aaron-Wan-Bissaka""Aaron Wan-Bissaka",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
DF,position
"<a href=""/en/squads/19538871/Manchester-United-Stats""Manchester Utd",team
26-096,age
1997,birth_year
12,games
10,games_starts
884,minutes
9.8,minutes_90s
0,goals
1,assists
1,goals_assists
0,goals_pens
0,pens_made
0,pens_att
3,cards_yellow
0,cards_red
0.1,xg
0.1,npxg
1.2,xg_assist
1.3,npxg_xg_assist
19,progressive_carries
37,progressive_passes
26,progressive_passes_received
0.00,goals_per90
0.10,assists_per90
0.10,goals_assists_per90
0.00,goals_pens_per90
0.10,goals_assists_pens_per90
0.01,xg_per90
0.12,xg_assist_per90
0.13,xg_xg_assist_per90
0.01,npxg_per90
0.13,npxg_xg_assist_per90
"<a href=""/en/players/9e525177/matchlogs/2023-2024/summary/Aaron-Wan-Bissaka-Match-Logs""Matches",matches
524,ranker
"<a href=""/en/players/8a7ff278/Joel-Ward""Joel Ward",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
DF,position
"<a href=""/en/squads/47c64c55/Crystal-Palace-Stats""Crystal Palace",team
34-124,age
1989,birth_year
18,games
18,games_starts
"1,512",minutes
16.8,minutes_90s
0,goals
1,assists
1,goals_assists
0,goals_pens
0,pens_made
0,pens_att
4,cards_yellow
0,cards_red
0.7,xg
0.7,npxg
0.2,xg_assist
0.9,npxg_xg_assist
16,progressive_carries
56,progressive_passes
14,progressive_passes_received
0.00,goals_per90
0.06,assists_per90
0.06,goals_assists_per90
0.00,goals_pens_per90
0.06,goals_assists_pens_per90
0.04,xg_per90
0.01,xg_assist_per90
